book,chapter,id,problem,translation,answer,value,expression,algorithm_id,hint
九章算术,		卷第六　均输,〔七〕,今有取佣负盐二斛，行一百里，与钱四十。今负盐一斛七斗三升、少半升，行八十里。问︰与钱几何？,现在有一个人跑腿，带着两斛盐，走了一百里，需付四十元钱。现在他带着一斛七斗三又少半升的盐，走了八十里。问该给的钱是多少？,二十七钱、十五分钱之十一。,,,29,置盐二斛升数，以一百里乘之为法。以四十钱乘今负盐升数，又以八十里乘之，为实。实如法得一钱。
九章算术,		卷第六　均输,〔八〕,今有负笼重一石一十七斤，行七十六步，五十返。今负笼重一石，行百步，问︰返几何？,现在背一笼重一石十七斤，需要走七十六步，共能返回五十次。现在把这个笼子装重一石，走一百步，问可返回的次数是多少？,四十三返、六十分返之二十三。,,,29,以今所行步数乘今笼重斤数为法，故笼重斤数乘故步，又以返数乘之，为实。实如法得一返。
九章算术,		卷第六　均输,〔九〕,今有程传委输，空车日行七十里，重车日行五十里。今载太仓粟输上林，五日三返。问︰太仓去上林几何？,现在有一个运输路线，名叫“程传委输”，空车每天可以行驶七十里，重车每天可以行驶五十里。现在他们将太仓的粮食运输到上林，为期五天完成三个来回。那么，太仓到上林的距离是多少？,四十八里、十八分里之十一。,,,29,并空、重里数，以三返乘之，为法。令空、重相乘，又以五日乘之，为实。实如法得一里。
九章算术,		卷第六　均输,〔一〇〕,今有络丝一斤为练丝一十二两，练丝一斤为青丝一斤十二铢。今有青丝一斤，问︰本络丝几何？,现在有一斤络丝，制成练丝十二两，一斤练丝可以制成青丝一斤十二铢，现在有一斤青丝，请问原本的络丝需要多少？,一斤四两一十六铢、三十三分铢之十六。,,,29,以练丝十二两乘青丝一斤一十二铢为法。以青丝一斤铢数乘练丝一斤两数，又以络丝一斤乘之，为实。实如法得一斤。
九章算术,		卷第六　均输,〔一一〕,今有恶粟二十斗，舂之，得粝米九斗。今欲求粺米十斗，问︰恶粟几何？,现在有二十斗不好的粟，经过舂米后，只得到九斗粝米。如果想要得到十斗粺米，那么请问需要不好的粟是多少？,二十四斗六升、八十一分升之七十四。,,,29,置粝米九斗，以九乘之，为法。亦置粺米十斗，以十乘之，又以恶粟二十斗乘之，为实。实如法得一斗。
九章算术,		卷第六　均输,〔一二〕,今有善行者行一百步，不善行者行六十步。今不善行者先行一百步，善行者追之，问︰几何步及之？,现在，一个善于走路的人每走一百步，而一位不善走的人只能走六十步。现在不善走的人先走了一百步，善行的人追上去，问：“走多少步才能追上？”,二百五十步。,,,29,置善行者一百步，减不善行者六十步，馀四十步，以为法。以善行者之一百步，乘不善行者先行一百步，为实。实如法得一步。
九章算术,		卷第六　均输,〔一三〕,今有不善行者先行一十里，善行者追之一百里，先至不善行者二十里。问︰善行者几何里及之？,现在有一个不善行走的人先走了一十里，一个善于行走的人追了一百里，比不善行走的人先到且领先了二十里。问，善于行走者走了多少里追上的不善行走的人？,三十三里、少半里。,,,29,置不善行者先行一十里，以善行者先至二十里增之，以为法。以不善行者先行一十里，乘善行者一百里，为实。实如法得一里。
九章算术,		卷第六　均输,〔一四〕,今有兔先走一百步，犬追之二百五十步，不及三十步而止。问︰犬不止，复行几何步及之？,现在有一只兔子先跑了一百步，一只狗追了二百五步，最后追到还有三十步就停下来了。问：如果狗不停地追，狗还需要多少步才能追得到兔子？,一百七步、七分步之一。,,,29,置兔先走一百步，以犬走不及三十步减之，馀为法。以不及三十步乘犬追步数为实，实如法得一步。
九章算术,		卷第六　均输,〔一五〕,今有人持金十二斤出关。关税之，十分而取一。今关取金二斤，偿钱五千。问︰金一斤值钱几何？,现在有人带着十二斤金子出关，关税是十分之一。现在海关收取了二斤金子，还需要支付五千元的关税。问：金子一斤值多少钱？,六千二百五十。,,,29,以一十乘二斤，以十二斤减之，馀为法。以一十乘五千为实。实如法得一钱。
九章算术,		卷第六　均输,〔一六〕,今有客马日行三百里。客去忘持衣，日已三分之一，主人乃觉。持衣追及与之而还，至家视日四分之三。问︰主人马不休，日行几何？,现在客人的马每天行驶三百里。客人离开了，等太阳处于三分之一，主人才发现客人忘记带衣服。主人立即带上衣服去追赶客人，最终追上了将衣服还给客人，然后启程回家。等到主人回到家中，发现已经太阳已经处于四分之三。问：主人的马一直不休，每天行驶多少距离？,七百八十里。,,,29,置四分日之三，除三分日之一，半其馀以为法。副置法，增三分日之一，以三百里乘之，为实。实如法，得主人马一日行。
九章算术,		卷第六　均输,〔一七〕,今有金棰，长五尺。斩本一尺，重四斤。斩末一尺，重二斤。问︰次一尺各重几何？,现有一根五尺长的金棰，从头部斩断一寸有四斤的重量，从尾部斩断一寸有二斤的重量。问：金棰的每尺各有多少重量？,末一尺，重二斤。次一尺，重二斤八两。次一尺，重三斤。次一尺，重三斤八两。次一尺，重四斤。,,,29,令末重减本重，馀即差率也。又置本重，以四间乘之，为下第一衰。副置，以差率减之，每尺各自为衰。副置下第一衰以为法，以本重四斤遍乘列衰，各自为实。实如法得一斤。
九章算术,		卷第六　均输,〔一八〕,今有五人分五钱，令上二人所得与下三人等。问︰各得几何？,现在有五人分配五钱，让分的多的两人得分与分的少的三人总钱数相同。问每个人得到的钱数是多少？,甲得一钱、六分钱之二，乙得一钱、六分钱之一，丙得一钱，丁得六分钱之五，戊得六分钱之四。,,,29,置钱锥行衰，并上二人为九，并下三人为六。六少于九，三。以三均加焉，副并为法。以所分钱乘未并者各自为实。实如法得一钱。
九章算术,		卷第六　均输,〔一九〕,今有竹九节，下三节容四升，上四节容三升。问︰中间二节欲均容各多少？,现在有一个竹子，它有九节，下三节可以容纳四升，上四节可以容纳三升。问想要中间两节也满足均等地增加，各节容纳多少？,下初，一升、六十六分升之二十九，次一升、六十六分升之二十二，次一升、六十六分升之一十五，次一升、六十六分升之八，次一升、六十六分升之一，次六十六分升之六十，次六十六分升之五十三，次六十六分升之四十六，次六十六分升之三十九。,,,29,以下三节分四升为下率，以上四节分三升为上率。上下率以少减多，馀为实。置四节、三节，各半之，以减九节，馀为法。实如法得一升，即衰相去也。下率，一升、少半升者，下第二节容也。
九章算术,		卷第六　均输,〔二〇〕,今有凫起南海，七日至北海；雁起北海，九日至南海。今凫雁俱起。问︰何日相逢？,现在，凫从南海出发，七天后到达北海，而雁从北海出发，九天后到达南海。现在凫和雁都出发了。问：它们何时能相逢？,三日、十六分日之十五。,,,29,并日数为法，日数相乘为实，实如法得一日。
九章算术,		卷第六　均输,〔二一〕,今有甲发长安，五日至齐；乙发齐，七日至长安。今乙发已先二日，甲乃发长安。问︰几何日相逢？,现在有两个人，甲从长安出发，五天后到达齐国；乙从齐国出发，七天后到达长安。现在乙已经出发两天了，而甲才从长安出发。问：两人何时会师？,二日、十二分日之一。,,,29,并五日、七日以为法。以乙先发二日减七日，馀，以乘甲日数为实。实如法得一日。
九章算术,		卷第六　均输,〔二二〕,今有一人一日为牡瓦三十八枚，一人一日为牝瓦七十六枚。今令一人一日作瓦，牝、牡相半，问︰成瓦几何？,现在有一个人一天能制作三十八片牡瓦和七十六片牝瓦。现在要求一个人一天制作两种瓦，牝瓦和牡瓦的各一半，问能制作出多少片瓦？,二十五枚、少半枚。,,,29,并牝、牡为法，牝牡相乘为实，实如法得一枚。
九章算术,		卷第六　均输,〔二三〕,今有一人一日矫矢五十，一人一日羽矢三十，一人一日筈矢十五。今令一人一日自矫、羽、筈，问︰成矢几何？,现在有一个人一天，能矫正五十支矢，给三十支矢安装羽毛，给十五支矢安装筈。现在让他一个人完成矫、羽、筈三步骤，问最终他制作矢数量是多少？,八矢、少半矢。,,,29,矫矢五十，用徒一人。羽矢五十，用徒一人、太半人。筈矢五十，用徒三人、少半人。并之，得六人，以为法。以五十矢为实。实如法得一矢。
九章算术,		卷第六　均输,〔二四〕,今有假田，初假之岁三亩一钱，明年四亩一钱，后年五亩一钱。凡三岁得一百，问︰田几何？,现在有出租田地，第一年借用3亩土地的价格是一钱，第二年借用4亩土地的价格是一钱，第三年借用五亩土地的价格是一钱。三年共得到一百钱，请问出租的田地是多少？,一顷二十七亩、四十七分亩之三十一。,,,29,置亩数及钱数，令亩数互乘钱数，并以为法。亩数相乘，又以百钱乘之，为实。实如法得一亩。
九章算术,		卷第六　均输,〔二五〕,今有程耕，一人一日发七亩，一人一日耕三亩，一人一日耰种五亩。今令一人一日自发、耕、耰种之，问︰治田几何？,现在按流程耕地，每个人一天能发七亩，耕种三亩，耰种五亩。现在要求一个人一天完成发、耕、耰种，问总共种了多少田？,一亩一百一十四步、七十一分步之六十六。,,,29,置发、耕、耰亩数，令互乘人数，并以为法。亩数相乘为实。实如法得一亩。
九章算术,		卷第六　均输,〔二六〕,今有池，五渠注之。其一渠开之，少半日一满；次，一日一满；次，二日半一满；次，三日一满；次，五日一满。今皆决之，问︰几何日满池？,现在有一个水池，有五条渠道注入其中。第一条渠打开，少半日水池就会填满；第二条打开，水池一日填满；第三条，水池二日半填满；第四条，水池在三天填满；最后一条，水池在五天填满。现在请回答：全部水渠都打开，这个水池要多久才能填满？,七十四分日之十五。,,,29,各置渠一日满池之数，并以为法。以一日为实。实如法得一日。其一术，列置日数及满数，今日互相乘满，并以为法，日数相乘为实，实如法得一日。
九章算术,		卷第六　均输,〔二七〕,今有人持米出三关，外关三而取一，中关五而取一，内关七而取一，馀米五斗。问︰本持米几何？,现在有人带着米走出了三道关，在外关被收取三分之一，在中关收取五分之一，在内关收取了七分之一，最后带着剩下的五斗米回到了家中。问这个人最初带着米的总数是多少？,十斗九升、八分升之三。,,,29,置米五斗。以所税者三之，五之，七之，为实。以馀不税者二、四、六相乘为法。实如法得一斗。
九章算术,		卷第六　均输,〔二八〕,今有人持金出五关，前关二而税一，次关三而税一，次关四而税一，次关五而税一，次关六而税一。并五关所税，适重一斤。问︰本持金几何？,现在有人携带金子经过五道关卡，第一关缴纳二分之一的税，第二关缴纳三分之一的税，第三关缴纳四分之一的税，第四关缴纳五分之一的税，第五关缴纳六分之一的税。总共经过五道关卡，最终缴纳了一斤的税。那么，这个人最初携带金子的数量是多少？,一斤三两四铢、五分铢之四。,,,29,置一斤，通所税者以乘之为实。亦通其不税者以减所通，馀为法。实如法得一斤。
九章算术,卷第七　盈不足,〔一〕,今有共买物，人出八，盈三；人出七，不足四。问︰人数、物价各几何？,现在有一群人在购买商品，每个人出八块钱，多出三块；每个人出七块钱，还差四块。问：这人数和物价各是多少？,七人，物价五十三。,,,30,
九章算术,卷第七　盈不足,〔二〕,今有共买鸡，人出九，盈十一；人出六，不足十六。问︰人数、鸡价各几何？,现在有一群人在买鸡，每个人出九元，多出十一；每个人出六元，还差十六。问：这人数，鸡的价格分别是多少？,九人，鸡价七十。,,,30,
九章算术,卷第七　盈不足,〔三〕,今有共买琎，人出半，盈四；人出少半，不足三。问︰人数、琎价各几何？,现在有一群人一起购买琎，每个人出半块，多出四块；每个人出少半，还差三块。问：这些人一共多少人？以及琎的价格是多少？,四十二人，琎价十七。,,,30,
九章算术,卷第七　盈不足,〔四〕,今有共买牛，七家共出一百九十，不足三百三十；九家共出二百七十，盈三十。问︰家数、牛价各几何？,现在有买家共同购买一头牛，每七家付出一百九十元，还差三百三十元；每九家共同付出二百七十元，超出三十元。问：这些买家共多少家和牛的价格是多少元？,一百二十六家，牛价三千七百五十。,,,30,
九章算术,卷第七　盈不足,〔五〕,今有共买金，人出四百，盈三千四百；人出三百，盈一百。问︰人数、金价各几何？,现在有一些共同购买黄金的人，每个人出四百元，多了三千四百元；每个人出三百元，多了一百元。问：人数和金价各是多少？,三十三人。金价九千八百。,,,31,
九章算术,卷第七　盈不足,〔六〕,今有共买羊，人出五，不足四十五；人出七，不足三。问︰人数、羊价各几何？,现在有人一起购买羊，每人出五元，还差四十五元；每人出七元，还差三元。问：人数和羊价分别是多少？,二十一人，羊价一百五十。,,,31,
九章算术,卷第七　盈不足,〔七〕,今有共买豕，人出一百，盈一百；人出九十，适足。问︰人数、豕价各几何？,现在有人一起购买豕，每人出一百元，购超过一百元；每人出九十元，正好满足需求。问：这些人有多少，豕的价格是多少？,一十人，豕价九百。,,,32,
九章算术,卷第七　盈不足,〔八〕,今有共买犬，人出五，不足九十；人出五十，适足。问︰人数、犬价各几何？,现在有人一起买狗，每个人出五块钱，但是还差九十元；每个人出五十块钱，正好够。问：人数和狗的价格各是多少？,二人，犬价一百。,,,32,
九章算术,卷第七　盈不足,〔九〕,今有米在十斗桶中，不知其数。满中添粟而舂之，得米七斗。问︰故米几何？,现在有一个十斗的桶，里面装着米，但米的总数不知道。将桶里填满粟，舂成米，结果得到七斗多米。问：桶里原来装了多少米？,二斗五升。,,,32,以盈不足术求之，假令故米二斗，不足二升。令之三斗，有馀二升。
九章算术,卷第七　盈不足,〔一〇〕,今有垣高九尺。瓜生其上，蔓日长七寸。瓠生其下，蔓日长一尺。问︰几何日相逢？瓜、瓠各长几何？,现在有一堵墙高达九尺。瓜在上面生长，藤蔓每日长七寸。瓠在下面生长，藤蔓每日长一尺。问：它们何时会相遇？瓜和瓠各长多少？,五日、十七分日之五。瓜长三尺七寸、十七分寸之一，瓠长五尺二寸、十七分寸之十六。,,,32,假令五日，不足五寸。令之六日，有馀一尺二寸。
九章算术,卷第七　盈不足,〔一一〕,今有蒲生一日，长三尺。莞生一日，长一尺。蒲生日自半。莞生日自倍。问︰几何日而长等？,现在有蒲树发芽一天，长度三尺；莞树发芽一天，长度一尺。蒲树的每天增加它一半长度，莞树的长度每天是之前两倍。请问，它们的长度在多少天后相等？,二日、十三分日之六。各长四尺八寸、十三分寸之六。,,,32,假令二日，不足一尺五寸。令之三日，有馀一尺七寸半。
九章算术,卷第七　盈不足,〔一二〕,今有垣厚五尺，两鼠对穿。大鼠日一尺，小鼠亦日一尺。大鼠日自倍，小鼠日自半。问︰几何日相逢？各穿几何？,现在有一个五尺厚的墙，两只老鼠对着挖。大老鼠第一天挖一尺，小老鼠第一天也挖一尺。大老鼠每天挖是前一天的两倍，小老鼠每天挖的是前一天的一半。问：它们相遇需要多少天？各挖了多少？,二日、十七分日之二。大鼠穿三尺四寸、十七分寸之十二，小鼠穿一尺五寸、十七分寸之五。,,,32,假令二日，不足五寸。令之三日，有馀三尺七寸半。
九章算术,卷第七　盈不足,〔一三〕,今有醇酒一斗，直钱五十；行酒一斗，直钱一十。今将钱三十，得酒二斗。问︰醇、行酒各得几何？,现在这里有每斗醇酒价值五十，每斗行酒价值十块。现在花了三十元，获得了两斗酒。问：醇酒和行酒各得到了多少？,醇酒二升半，行酒一斗七升半。,,,32,假令醇酒五升，行酒一斗五升，有馀一十。令之醇酒二升，行酒一斗八升，不足二。
九章算术,卷第七　盈不足,〔一四〕,今有大器五、小器一容三斛；大器一、小器五容二斛。问︰大、小器各容几何？,现在有五件大器物和一件小器物，可以容纳三斛的物品；有一件大器物和五件小器物，可以容纳二斛的物品。问：大器物和小器物分别可以容纳多少的物品？,大器容二十四分斛之十三，小器容二十四分斛之七。,,,32,假令大器五斗，小器亦五斗，盈一十斗。令之大器五斗五升，小器二斗五升，不足二斗。
九章算术,卷第七　盈不足,〔一五〕,今有漆三得油四，油四和漆五。今有漆三斗，欲令分以易油，还自和馀漆。问︰出漆、得油、和漆各几何？,三份漆可以换四份油，四份油可以和五份漆。现在有三斗漆，想要将其分成两份，一份用来换油，剩下的和漆。问：出让的漆、换得的油、和漆各有多少？,出漆一斗一升、四分升之一，得油一斗五升，和漆一斗八升，四分升之三。,,,32,假令出漆九升，不足六升。令之出漆一斗二升，有馀二升。
九章算术,卷第七　盈不足,〔一六〕,今有玉方一寸，重七两；石方一寸，重六两。今有石立方三寸，中有玉，并重十一斤。问︰玉、石重各几何？,现在有一块方玉，边长一寸，重量为七两；现在有一块方石头，边长一寸，重量为六两；现在有一块方石头，边长三寸，其中包含一块玉，重量为十一斤。问：玉和石头的重量各是多少？,玉一十四寸，重六斤二两。石一十三寸，重四斤十四两。,,,32,假令皆玉，多十三两。令之皆石，不足十四两。不足为玉，多为石。各以一寸之重乘之，得玉石之积重。
九章算术,卷第七　盈不足,〔一七〕,今有善田一亩，价三百；恶田七亩，价五百。今并买一顷，价钱一万。问︰善、恶田各几何？,现在有善田一亩，价格三百元；恶田七亩，价格五百元。现在要将这两种田购买一顷，价格一万元，问善田和恶田各是多少？,善田一十二亩半，恶田八十七亩半。,,,32,"假令善田二十亩，恶田八十亩，多一千七百一十四钱、七分钱之二。
令之善田一十亩，恶田九十亩，不足五百七十一钱、七分钱之三。"
九章算术,卷第七　盈不足,〔一八〕,今有黄金九枚，白银一十一枚，称之重适等。交易其一，金轻十三两。问︰金、银一枚各重几何？,现在有九块黄金和十一块白银，它们的质量相同。如果将其中一块黄金和白银进行交换，那么黄金的重量就会轻十三两。问：每块黄金和每块白银的重量各是多少？,金重二斤三两一十八铢，银重一斤十三两六铢。,,,32,"假令黄金三斤，白银二斤、一十一分斤之五，不足四十九，于右行。
令之黄金二斤，白银一斤、一十一分斤之七，多一十五于左行。以分母各乘其行内之数，以盈不足维乘所出率，并以为实。并盈不足为法。实如法，得黄金重。分母乘法以除，得银重。约之得分也。"
九章算术,卷第七　盈不足,〔一九〕,今有良马与驽马发长安至齐。齐去长安三千里。良马初日行一百九十三里，日增十三里。驽马初日行九十七里，日减半里。良马先至齐，复还迎驽马。问︰几何日相逢及各行几何？,translation,一十五日、一百九十一分日之一百三十五而相逢。良马行四千五百三十四里、一百九十一分里之四十六。 驽马行一千四百六十五里、一百九十一分里之一百四十五。,,,32,假令十五日，不足三百三十七里半。令之十六日，多一百四十里。以盈、不足维乘假令之数，并而为实。并盈不足为法。实如法而一，得日数。不尽者，以等数除之而命分。
九章算术,卷第七　盈不足,〔二〇〕,今有人持钱之蜀，贾利十三。初返归一万四千，次返归一万三千，次返归一万二千，次返归一万一千，后返归一万。凡五返归钱，本利俱尽。问︰本持钱及利各几何？,现在有一个人带着钱去蜀地，利息十中取三。最初返回时，还钱一万四千，第二次返回时，还钱一万三千，第三次返回时，还钱一万两千，第四次返回时，还钱一万一千，后一次返回时，还钱一万。经过五次还钱，本利全部还完。问：这个人借的本钱和还的利息各是多少？,本三万四百六十八钱、三十七万一千二百九十三分钱之八万四千八百七十六。利二万九千五百三十一钱、三十七万一千二百九十三分钱之二十八万六千四百一十七。,,,32,假令本钱三万，不足一千七百三十八钱半。令之四万，多三万五千三百九十钱八分。
九章算术,卷第八　方程,〔一〕,今有上禾三秉，中禾二秉，下禾一秉，实三十九斗； 上禾二秉，中禾三秉，下禾一秉，实三十四斗； 上禾一秉，中禾二秉，下禾三秉，实二十六斗。 问︰上、中、下禾实一秉各几何？,现有三秉上禾、二秉中禾和一秉下禾，总共得到三十九斗；二秉上禾、三秉中禾和一秉下禾，总共得到三十四斗；一秉上禾、二秉中禾和三秉下禾，总共得到二十六斗。问上、中、下禾一秉各能得到多少斗？,上禾一秉，九斗、四分斗之一，中禾一秉，四斗、四分斗之一，下禾一秉，二斗、四分斗之三。,,,33,方程术曰，置上禾三秉，中禾二秉，下禾一秉，实三十九斗，于右方。中、左禾列如右方。以右行上禾遍乘中行而以直除。又乘其次，亦以直除。然以中行中禾不尽者遍乘左行而以直除。左方下禾不尽者，上为法，下为实。实即下禾之实。求中禾，以法乘中行下实，而除下禾之实。馀如中禾秉数而一，即中禾之实。求上禾亦以法乘右行下实，而除下禾、中禾之实。馀如上禾秉数而一，即上禾之实。实皆如法，各得一斗。
九章算术,卷第八　方程,〔二〕,今有上禾七秉，损实一斗，益之下禾二秉，而实一十斗。下禾八秉，益实一斗与上禾二秉，而实一十斗。问︰上、下禾实一秉各几何？,现在有七秉上禾，从其所产粮食中减少一斗，增加下禾两秉，所得粮食共十斗。同时，下禾有八秉，在所得粮食中增加一斗，与上禾两秉所得粮食共十斗。问：上禾和下禾一秉各产多少粮食？,上禾一秉实一斗、五十二分斗之一十八，下禾一秉实五十二分斗之四十一。,,,33,如方程。损之曰益，益之曰损。损实一斗者，其实过一十斗也。益实一斗者，其实不满一十斗也。
九章算术,卷第八　方程,〔三〕,今有上禾二秉，中禾三秉，下禾四秉，实皆不满斗。上取中，中取下，下取上各一秉而实满斗。问︰上、中、下禾实一秉各几何？,现有二秉上禾、三秉中禾和四秉下禾，它们的禾籽粒都不能装满一斗。将一秉上禾分给下禾，一秉中禾移给上禾，一秉下禾移给中禾，得到的禾籽粒都填满一斗。问：上、中、下禾一秉能产籽粒各有多少？,上禾一秉实二十五分斗之九，中禾一秉实二十五分斗之七，下禾一秉实二十五分斗之四。,,,33,"如方程，各置所取，以正负术入之。
正负术曰：同名相除，异名相益，正无入负之，负无入正之。其异名相除，同名相益，正无入正之，负无入负之。"
九章算术,卷第八　方程,〔四〕,今有上禾五秉，损实一斗一升，当下禾七秉。上禾七秉，损实二斗五升，当下禾五秉。问︰上、下禾实一秉各几何？,现在有五秉上禾，减去一斗一升的粮食，相当于下禾七秉。七秉上禾，减少二斗五升的粮食，相当于下禾五秉。问：上禾和下禾每秉产粮食各是多少？,上禾一秉五升，下禾一秉二升。,,,33,如方程，置上禾五秉正，下禾七秉负，损实一斗一升正。次置上禾七秉正，下禾五秉负，损实二斗五升正。以正负术入之。
九章算术,卷第八　方程,〔五〕,今有上禾六秉，损实一斗八升，当下禾一十秉。下禾十五秉，损实五升，当上禾五秉。问︰上、下禾实一秉各几何？,现在有上禾六秉，所产粮食减去一斗八升，相当于下禾十秉。下禾十五秉，所产粮食减去五升，相当于上禾五秉。问：上禾、下禾每秉产粮食各是多少？,上禾一秉实八升，下禾一秉实三升。,,,33,如方程，置上禾六秉正，下禾一十秉负，损实一斗八升正。次置上禾五秉负，下禾一十五秉正，损实五升正。以正负术人之。
九章算术,卷第八　方程,〔六〕,今有上禾三秉，益实六斗，当下禾十秉。下禾五秉，益实一斗，当上禾二秉。问︰上、下禾实一秉各几何？,现在有上禾三秉，所产粮食增加六斗，相当于下禾十秉的收成。而下禾五秉，增加了一斗的收成，相当于上禾二秉的收成。问：上禾、下禾一秉收成各是多少？,上禾一秉实八斗，下禾一秉实三斗。,,,33,如方程，置上禾三秉正，下禾一十秉负，益实六斗负。次置上禾二秉负，下禾五秉正，益实一斗负。以正负术入之。
九章算术,卷第八　方程,〔七〕,今有牛五、羊二，直金十两。牛二、羊五直金八两。问︰牛羊各直金几何？,现在有五头牛和二头羊，总共价值十两金。二头牛和五头羊总共价值八两金。问：牛和羊各价值多少金？,牛一，直金一两、二十一分两之一十三，羊一，直金二十一分两之二十。,,,33,如方程。
九章算术,卷第八　方程,〔八〕,今有卖牛二、羊五，以买十三豕，有馀钱一千。卖牛三、豕三，以买九羊，钱适足。卖羊六、豕八，以买五牛，钱不足六百。问︰牛、羊、豕价各几何？,现在有卖二头牛、五头羊，购买十三只豕，还有多余的钱一千元。有卖三头牛、三只豕，买九只羊，钱刚好足够。若卖六只羊、八头豕，买五只牛，钱不够，差六百元。问牛、羊、豕的价各是多少？,牛价一千二百，羊价五百，豕价三百。,,,33,如方程，置牛二、羊五正，豕一十三负，馀钱数正；次牛三正，羊九负，豕三正；次牛五负，羊六正，豕八正，不足钱负。以正负术入之。
九章算术,卷第八　方程,〔九〕,今有五雀、六燕，集称之衡，雀俱重，燕俱轻。一雀一燕交而处，衡适平。并燕、雀重一斤。问︰燕、雀一枚各重几何？,现在有五只雀和六只燕子，它们聚集在一起称量，雀都很重，燕都很轻。如果一只雀和一只燕相互交换，称能平衡。称量所有雀和燕刚好是一斤。问：燕和雀一枚各重多少？,雀重一两、一十九分两之十三，燕重一两、一十九分两之五。,,,33,如方程，交易质之，各重八两。
九章算术,卷第八　方程,〔一〇〕,今有甲乙二人持钱不知其数。甲得乙半而钱五十，乙得甲太半而亦钱五十。问︰甲、乙持钱各几何？,现在有甲乙两人，他们不知道各自持有多少钱。甲得到了乙的一半，就有五十钱；乙得到了甲的太半，也有五十钱。问..甲、乙各自持有多少钱？,甲持三十七钱半，乙持二十五钱。,,,33,如方程，损益之。
九章算术,卷第八　方程,〔一一〕,今有二马、一牛价过一万，如半马之价。一马、二牛价不满一万，如半牛之价。问︰牛、马价各几何？,现在有两匹马，一头牛的价格超过了一万元，超出部分相当于半马的价格。一匹马的价格不满一万元，不足部分相当于半牛的价格。问：牛和马的价格各是多少？,马价五千四百五十四钱、一十一分钱之六，牛价一千八百一十八钱、一十一分钱之二。,,,33,如方程，损益之。
九章算术,卷第八　方程,〔一二〕,今有武马一匹，中马二匹，下马三匹，皆载四十石至阪，皆不能上。武马借中马一匹，中马借下马一匹，下马借武马一匹，乃皆上。问︰武、中、下马一匹各力引几何？,现在有一匹武马、两匹中马和三匹下马，它们一共載了四十石，到达了一个坂坡，但都无法爬上去. 武马借走了一匹中马，中马借走了一匹下马，最后下马借走了一匹武马，它们都能爬上坂坡。问：每匹武马、中马和下马各能够拉动多少石头呢？,武马一匹力引二十二石、七分石之六，中马一匹力引十七石、七分石之一，下马一匹力引五石、七分石之五。,,,33,如方程各置所借，以正负术入之。
九章算术,卷第八　方程,〔一三〕,今有五家共井，甲二绠不足，如乙一绠； 乙三绠不足，如丙一绠； 丙四绠不足，如丁一绠； 丁五绠不足，如戊一绠； 戊六绠不足，如甲一绠。 如各得所不足一绠，皆逮。问︰井深、绠长各几何？,现在有五家共用一口井，甲家有二根相同长的绠，但是够不到水，就向乙家借了一根绠； 乙家有三根相同的绠，但是也够不到水，就向丙家借了一根绠； 丙家有四根相同的绠，但是够不到水，就向丁家借了一根绠；丁家有五条相同的绠，但是够不到水，就向戊家借了一根绠；戊家有六条相同的绠，但是仍然够不到水，就向甲家借了一根绠。 如果各家借到绠，都能够到水。那么井深和各家绠长各是多少？,井深七丈二尺一寸。甲绠长二丈六尺五寸，乙绠长一丈九尺一寸，丙绠长一丈四尺八寸，丁绠长一丈二尺九寸，戊绠长七尺六寸。,,,33,如方程，以正负术入之。
九章算术,卷第八　方程,〔一四〕,今有白禾二步、青禾三步、黄禾四步、黑禾五步，实各不满斗。白取青、黄，青取黄、黑，黄取黑、白，黑取白、青，各一步，而实满斗。问︰白、青、黄、黑禾实一步各几何？,现在有一些白禾有两步，青禾有三步，黄禾有四步，黑禾有五步，但它们的实际都不满一斗。白禾取青禾和黄禾，青禾取黄禾和黑禾，黄禾取黑禾和白禾，黑禾取白禾和青禾，各取一步，然后它们都满了一斗。问：白、青、黄、黑禾每步的果实各是多少？,白禾一步实一百一十一分斗之三十三， 青禾一步实一百一十一分斗之二十八， 黄禾一步实一百一十一分斗之一十七， 黑禾一步实一百一十一分斗之一十。,,,33,如方程，各置所取，以正负术入之。
九章算术,卷第八　方程,〔一五〕,今有甲禾二秉、乙禾三秉、丙禾四秉，重皆过于石。甲二重如乙一，乙三重如丙一，丙四重如甲一。问︰甲、乙、丙禾一秉各重几何？,现在有甲、乙、丙三种禾苗，每个禾苗的重量都超过了一石。甲禾有二秉，乙禾有三秉，丙禾有四秉。甲禾的重量等于一石外加一秉乙禾重量，乙禾的重量等于一石外加一石丙禾的重量，丙禾的重量等于一石外加一秉甲禾的重量。问：甲、乙、丙三种禾苗每秉各重多少？,甲禾一秉重二十三分石之十七，乙禾一秉重二十三分石之十一，丙禾一秉重二十三分石之十。,,,33,如方程，置重过于石之物为负。以正负术入之。
九章算术,卷第八　方程,〔一六〕,今有令一人、吏五人、从者一十人，食鸡一十；令一十人、吏一人、从者五人，食鸡八；令五人、吏一十人、从者一人，食鸡六。问︰令、吏、从者食鸡各几何？,现在有一个令(官职名)，有五个吏(官职名)，有十个从者(士兵)，一共吃了十只鸡。令十人，吏一人，从者五人，总共吃八只鸡。令五人，吏十人，从者一人，总共吃六只鸡。问：令、吏、从者各自分到多少只鸡？,令一人食一百二十二分鸡之四十五，吏一人食一百二十二分鸡之四十一，从者一人食一百二十二分鸡之九十七。,,,33,如方程，以正负术入之。
